@relation review

@attribute sentence string
@attribute aspect {character, plot, neither}

@data
"With the help of his two friends he might just be able to figure out the real reason behind him being a wizard more about his parents history about himself who this YouKnowWho person is remember his past and see how his life really will be changed forever ",neither
"Humans do have a knack of choosing precisely those things that are worst for them Harry Potter was easy to read understand and there was no hesitation when it came to rating it stars ",character
"Now I hate myself once again and ask myself again Why the fuck did I not read this earlier The answer is obvious because I already know it and its because I was never a fan of it ",neither
"I hate speaking about my past but this is one ugly past and I hate it ",neither
"I hate the choice I made and I hate myself for allowing it ",neither
"But soon Ill get over it and will be able to reread this as many times as I will be able to during my last years of being a teen ",neither
"Yes a year old that has not read Harry Potter simply because she chose not to when she was able to and when she was young ",neither
"PATHETIC The fantasy is cute I will say ",plot
"Its easy to understand and the book is easy to fly through ",plot
"Its not long its not hard and its not boring ",plot
"Its gripping fun and everything is filled with some kind of magical that has me turning page by page ",plot
"Having no regrets anywhere I am finally able to talk about HP and the world of wizards where students learn how to make potions talk to ghosts learn about other creatures transform things into other things read minds become invisible fly in the air with a broomstick play soccer in the air have a feast and enjoy it all learn magic have a wand and just be filled with happiness because of the friends and families considered in the houses ",neither
"Well I guess in most Everything was fun to read ",plot
"I laughed at some parts and found the story to be more affective to me as Harry was figuring out his new and changed life ",plot
"He was confused but he found out a lot more ",neither
"Theres still more but I know that as he grows I will be able to follow along the late ass journey and see where he grows to and how ",character
"Ill see how strong he gets and find out some strengths and weakness ",character
"Ill be able to join an invisible magic carpet and fly through the series because I just want to know what happens next and how everything goes ",plot
"I want to see Harry become a better person and be able to prove Draco and his stupid friends wrong about what they think ",character
"I want his friendship with Ron to grow and become stronger ",character
"I want Hermione to stop being so talkative and take a little break of being so bossy ",character
"But more importantly I want to have a fun journey reading this and feeling like Im on an adventure ",plot
"Reading it for the first time feels like one ",neither
"Ive never watched the films ",neither
"Ive watched parts but skipped them ",neither
"Now I wont skip anything ",plot
"Its like an adventure where Im dived in and cant seem to leave because Im so alive and intriguedWhat can I say about Harry Potter that others have not said",plot
"Nothing ",neither
"Reviews are always similar and this one might be too ",neither
"Everyone loves it and so did I So will I I should say ",plot
" Yes I had trouble pronouncing some names at first but got used to it after ",neither
"Yes I rolled my eyes at times because there were moments where I was annoyed ",plot
"But nothing was boring and even when I rolled my eyes there was a reason for that eye rolling scene ",plot
"Maybe it was Hermione being annoying or Draco being a rude boy mocking an adorable redhaired ",character
"Or both ",neither
"But I was also laughing ",plot
"I would always laugh when it came to Hagrid ",character
"Since the beginning I instantly loved him and considered him hilarious ",character
"I love how he turned Dunley into a pig but failed because he was already too much of a pig ",character
"I remember laughing and noticing my parents looked at me weirdly but thats okay because I needed a novel where I was happy and ended up laughing at times ",plot
"Oh and also Hagrid is honestly so nice and adorable guys I love him ",character
"Hes so funny and protective and is such a good friend to Harry ",character
"I loved everything he did for him and was glad he was the first one to introduce himself to Harry ",character
"He cared for him since he was a baby and saw him as bring him a present and giving him another one at the end ",character
"Ron is honestly the cutest ",character
"I dont understand how anyone could be mean to him ",neither
"He may be weak but he has his own strengths ",character
"Hes so adorable and small and I hated how Draco treated him ",character
"There were some times unnecessary and I hated Draco for it but Ill probably end up loving Draco some time throughout the series and probably regret it because I know hes still gonna be really mean throughout the series ",character
"Im sure ",neither
"I havent spoiled myself so I have no idea how his or anyone elses life goes but I do know that he changes in some way ",neither
"Hermione is a small and cute nerd as well but sometimes I hated how sassy she was and bossy ",character
"She hated losing points for her house and because she Ron and Harry were in the same house they had to work together and find a way to become friends to find out other truths and earn points for Gryffindor ",character
"She took everything very serious and showed off at times because of her perfect test grades and assignments but I was glad she was able to put up with Ron and Harry while they put up with herMalfoy Draco was someone I did not like at all ",character
"Like I said he mocked and made fun of Ron and I hated him for it ",character
"He showed off as well but in the bad way thinking he was really cool just because hes in Slytherin and how used to the wizarding world he is ",character
"He didnt show much care about Harry and his past and would try to get in a fight with Harry while Harry tried fixing the problem ",character
"He payed no attention and took it too far with Harry ",character
"He was a newbie as well so I dont see what the point was ",character
"But the other point is that I dont have expectations for Draco but I hope I dont end up hating him in all books and hope there is some change at least slightly good The friendship between Harry Ron and Hermione was probably one of my favorites ",plot
"I know it didnt work out at first and they honestly hated her but I was so happy it literally had to work toward the middle ",plot
"Thanks to the troll she became their friend and actually was able to cooperate with them ",neither
"She didnt yell at them for fighting the troll but instead told them to be careful and send word if anything goes wrong when Harry went for the mirror again ",neither
"As it was ending she was saying goodbye to Harry and Ron and was even awkward because she couldnt really figure out what to say ",neither
"But also my heart was really happy when she hugged Harry because it felt real and it felt like something I had been waiting since the beginning ",plot
"It was friendship goals as they were becoming friends and it just made me happy seeing them all together same house same team same classes ",plot
"The writing of course is like I said easy to understand ",plot
"There were no words that were confusing in any way or words that got me mixed up because of how similar they sounded and there were no problems ",plot
"I didnt know what was gonna happen next and I know books are always better than movies but I will watch the films after or after finishing one book just to see the differences ",neither
"I hear they are kind of the same just that the book provides some more information and detail ",neither
"Like always its no surprise ",neither
"There are some things you cant share without ending up liking each other and knocking out a twelvefoot mountain troll is one of themOverall I am so proud of myself for getting the first book over with now wanting the nd and the rd and the rest ",neither
"Really excited to see where this all goes to and how Harry becomes a better wizard ",plot
"As wonderful and magical as promised ",plot
"Because I didnt remember the movie the third act of the book was a delightful surprise to me I wish Id had this book when I was a kid because the idea that someone could be special without knowing it and then get to visit a special world where the things that made him different were the same things that made him awesome would have been really inspiring to me Annes finishing this too and I have to wait for her before I start in on the second book As wonderful and magical as promised ",plot
"Because I didnt remember the movie the third act of the book was a delightful surprise to meI wish Id had this book when I was a kid because the idea that someone could be special without knowing it and then get to visit a special world where the things that made him different were the same things that made him awesome would have been really inspiring to me Annes finishing this too and I have to wait for her before I start in on the second book ",plot
"HURRY UP ANNE",neither
"Current project rereading HP ",neither
"My history I was a young adult when this first book came out and the print book never really grabbed me when I gave it a try ",plot
"I found that I very much enjoyed the American audiobooks with Jim Dale narrating however so I read the first few books this way ",neither
"But this came to an end when I misplaced the fourth book and no longer had a long commute I never did reach the end of that wretchedly long quidditch game so I gave up ",neither
"But here it is and Im trying ag Current project rereading HP ",neither
"My history I was a young adult when this first book came out and the print book never really grabbed me when I gave it a try ",plot
"I found that I very much enjoyed the American audiobooks with Jim Dale narrating however so I read the first few books this way ",neither
"But this came to an end when I misplaced the fourth book and no longer had a long commute I never did reach the end of that wretchedly long quidditch game so I gave up ",neither
"But here it is and Im trying again",neither
"This time Im doing the wonderful Stephen Fry narration on audio ",neither
"Its interesting to come into these books after all this history both in the sense of the cultural impact of these stories as well as the knowledge of how much childrens lit as art and as industry has changed for the better because of them ",plot
"Reread reaction stars With this first book and I suspect with the next few I still feel the way I did before ",neither
"I admire the incredibly imaginative ideas so much but the writing isnt quite as rich or the character development isnt quite as deepemotional as Id like just yet ",plot
"Its a pretty straightforward story albeit one embellished with fantastic details ",plot
"But I LOVE HERMIONE GRANGER always have and Ive heard the later books are much darker ",character
"And its still a lovely experience to have the books read to me like a bedtime story ",plot
"My favorite parts of this book The mirror of Erised owl post pleeease may I have an owl and the thing hidden under the turban ",plot
"And It takes a great deal of bravery to stand up to our enemies but just as much to stand up to our friends Well done Neville ",character
"You deserved the same number of house points as the other children in my book ",neither
"This doesnt really need a review does it This series is brilliant and it will live on forever in our hearts and minds ",plot
"Can Million Book Buyers Be Wrong",neither
"Yes Taking arms against Harry Potter at this moment is to emulate Hamlet taking arms against a sea of troubles ",neither
"By opposing the sea you wont end it ",neither
"The Harry Potter epiphenomenon will go on doubtless for some time as J R R Tolkien did and then wane The official newspaper of our dominant counterculture The New York Times has been startled by the Potter books into establishing a new policy for its not very literate book review ",neither
"Rather than crowd o Can Million Book Buyers Be Wrong",neither
"Yes Taking arms against Harry Potter at this moment is to emulate Hamlet taking arms against a sea of troubles ",neither
"By opposing the sea you wont end it ",neither
"The Harry Potter epiphenomenon will go on doubtless for some time as J R R Tolkien did and then waneThe official newspaper of our dominant counterculture The New York Times has been startled by the Potter books into establishing a new policy for its not very literate book review ",neither
"Rather than crowd out the Grishams Clancys Crichtons Kings and other vastly popular prose fictions on its fiction bestseller list the Potter volumes will now lead a separate childrens list ",neither
"J K Rowling the chronicler of Harry Potter thus has an unusual distinction She has changed the policy of the policymakerImaginative VisionI read new childrens literature when I can find some of any value but had not tried Rowling until now ",neither
"I have just concluded the pages of the first book in the series Harry Potter and the Sorcerers Stone purportedly the best of the lot ",neither
"Though the book is not well written that is not in itself a crucial liability ",plot
"It is much better to see the movie The Wizard of Oz than to read the book upon which it was based but even the book possessed an authentic imaginative vision ",neither
"Harry Potter and the Sorcerers Stone does not so that one needs to look elsewhere for the books and its sequels remarkable success ",plot
"Such speculation should follow an account of how and why Harry Potter asks to be read The ultimate model for Harry Potter is Tom Browns School Days by Thomas Hughes published in ",neither
"The book depicts the Rugby School presided over by the formidable Thomas Arnold remembered now primarily as the father of Matthew Arnold the Victorian criticpoet ",neither
"But Hughes book still quite readable was realism not fantasy ",neither
"Rowling has taken Tom Browns School Days and reseen it in the magical mirror of Tolkein ",neither
"The resultant blend of a schoolboy ethos with a liberation from the constraints of realitytesting may read oddly to me but is exactly what millions of children and their parents desire and welcome at this timeIn what follows I may at times indicate some of the inadequacies of Harry Potter But I will keep in mind that a host are reading it who simply will not read superior fare such as Kenneth Grahames The Wind in the Willows or the Alice books of Lewis Carroll ",neither
"Is it better that they read Rowling than not read at all",neither
"Will they advance from Rowling to more difficult pleasures Rowling presents two Englands mundane and magical divided not by social classes but by the distinction between the perfectly normal mean and selfish and the adherents of sorcery ",neither
"The sorcerers indeed seem as middleclass as the Muggles the name the witches and wizards give to the common sort since those addicted to magic send their sons and daughters off to Hogwarts a Rugby school where only witchcraft and wizardry are taught ",neither
"Hogwarts is presided over by Albus Dumbeldore as Headmaster he being Rowlings version of Tolkeins Gandalf ",neither
"The young future sorcerers are just like any other budding Britons only more so sports and food being primary preoccupations ",neither
"Sex barely enters into Rowlings cosmos at least in the first volume The first half of a little piece I wrote from the Journal in July ",neither
"Rest is available at httpwrtbrookesyreducourses ",neither
"Reviewed by Rabid Reads I wasnt going to review this for Rabid Reads but then I was reminded of the multitudes of unfortunates who havent read HARRY POTTER yet ",neither
"I ask myself Me How can this be Self shrugs awkwardly Me The HARRY POTTER books breathed new life into readers of all ages ",plot
"Theyre amazing wonderful fantastic addicting SUPERLATIVE Self nods emphatic agreement So whats the deal people Boiled down to its most basic s HARRY POTTER AND THE SORCERERS STONE is u Reviewed by Rabid Reads I wasnt going to review this for Rabid Reads but then I was reminded of the multitudes of unfortunates who havent read HARRY POTTER yet ",plot
"I ask myself Me How can this be Self shrugs awkwardly Me The HARRY POTTER books breathed new life into readers of all ages ", plot
"Theyre amazing wonderful fantastic addicting SUPERLATIVE Self nods emphatic agreementSo whats the deal peopleBoiled down to its most basic s HARRY POTTER AND THE SORCERERS STONE is urban fantasy ",plot
"For kids",neither
"Absolutely For adults",neither
"ALSO absolutely Rowling creates a wondrous world of magic that exists alongside the normal the muggle worldIn this magic world the objects and PEOPLE in pictures move chess pieces are both sentient and opinionated about your gameplaying strategy ",plot
"Jelly beans come in EVERY flavor so part of the fun is never knowing whether the funny yellow one is going to be toffee ",neither
"or earwax ",neither
"Creatures of legendcentaurs hippogriffs dragons goblins etcare part of everyday life ",neither
"If youre a wizard But all of the worldbuilding is secondary to Harry himself ",neither
"The boy who lived Harry was only a year old when he was given over to his only living relatives ",neither
"The Dursleys of Privot Drive are happy in their normalcy their mediocrity ",neither
"They think things properly account for the worth of a person they indulge their already horrible son and they more than neglect Harry ",neither
"Theyre dismissive of him ",neither
"They humiliate him ",neither
"They stifle him ",neither
"And they do all of these things thoughtlessly ",character
"As if hes not a real person ",character
"Bc hes otherTheir abuse is so offhand you have to be an adult or least a mature reader to recognize it for what it is ",character
"Younger readers just see a hateful villain ",character
"A hateful villain who does such ostentatiously selfcentered things to poor Harry that they can alternately Yayyyyyy and Booooooo with enthusiasm ",character
"Ive heard similar comparisons made about Robin Williams Genie in Disneys Aladdinthe character was complex enough for adults to enjoy while being thoroughly entertaining to childrenSo thats my sale ",character
"Harry Potter isnt just for children its for EVERYONE ",neither
"In my humble opinion what Rowling has done with these books makes Disneys Genie look like amateur hour and I quite like Aladdin ",neither
"FYIAnd as the recent popularity of coloring books for adults has proven people of all ages like pretty things and that is why this new illustrated version is spectacularSO ",neither
"We have an engaging premise a child mysteriously defeats the most powerful dark wizard in memory becoming instantly famous in one world a world full of wonder and magic is raised ignorant of his past by negligent relatives only to be reintroduced to the magical world when he comes of age to attend the equivalent of middle schoolWe have the earlier referenced fantastical worldbuilding ",plot
"We have welldeveloped often hilarious or reprehensible characters depending on whether theyre meant to be Good or Bad ",character
"And we have addictive individual story plots that build into the best Good vs ",plot
"Evil story arc since LOTR ",neither
"And children LOVE it ",neither
"So will you ",neither
"More than highly recommended ",neither
"Getting starting one day late on the HARRY POTTER BR over at BBB ",neither
"shrugs Harry Potter is good today yesterday and tomorrow ",neither
"My other reviews for this series Harry Potter and the Chamber of Secrets Harry Potter ",neither
"This",neither
"This is everythingI wouldnt even be on here if I hadnt decided to randomly buy that book with the coollooking cover all those long long years agoU and for that I thank you deeply and eternally Miss Rowling ",neither
"Beyond amazing",neither
"Way to start the new year",neither
"Ive read Harry Potter and the Sorcerers Stone way back in High School but I wasnt able to finish it because sad to say my book was lost ",neither
"And now thanks to my lovely friend Allie who gave me a copy of this book I became interested to read it once again and bring back the old times feels ",neither
"And WOW",neither
"Just WOW",neither
"Thank goodness I decided to read it again because it felt so magical and magnificent and totally breathtaking",plot
"exactly what Ive felt tBeyond amazing",neither
"Way to start the new year",neither
"Ive read Harry Potter and the Sorcerers Stone way back in High School but I wasnt able to finish it because sad to say my book was lost ",neither
" And now thanks to my lovely friend Allie who gave me a copy of this book I became interested to read it once again and bring back the old times feels ",neither
"And WOW",neither
"Just WOW",neither
"Thank goodness I decided to read it again because it felt so magical and magnificent and totally breathtaking",plot
" exactly what Ive felt the first time Ive read thisHarry Potter is such a great wellfleshed out character ",character
"Despite being parentless and being bullied both in the Muggle world and Hogwarts by some kids he still stood up and even became a great friend to Ron Hermione Neville and the others ",character
"This story had lots of exciting adventures and I really enjoyed everything that happened in this book ",plot
"It was just so awesome",neither
"The secondary characters are also perfect ",character
"I especially love Hermione and her genius mind",character
"Rons loyalty towards Harry is also aweinspiring as well as Nevilles adorable clumsiness ",character
"When it comes to its plotline its amazingly done ",plot
"The twist was unpredictable and there was humor in every page that made me laugh ",plot
"Whats even great are the lessons and the message that are instilled to every reader fantasy and magic aside ",plot
"It takes a great deal of bravery to stand up to our enemies but just as much to stand up to our friends I loved all the chapters and my favorites areThe Boy Who Lived The Vanishing Glass Diagon Alley The Journey from Platform Nine and ThreeQuarters The Sorting Hat and QuidditchNo wonder why this book and the whole series continues to be a real sensation ",plot
"JK Rowling is so brilliant she bewitched me with her world",neither
"So excited to find out more about this series and to see whats in store for Harry in the next books ",plot
"Rating ",neither
"Obviously stars especially because DANG the illustrations in this are on point ",plot
"They were breathtaking ",neither
"I can not recommend this illustrated edition enough ",plot
"Even if youve read the book a million times reading this version is like seeing it with new eyes ",plot
"I absolutely LOVED it ",neither
"Im years old and Ive finally started the Harry Potter series ",neither
"I know what youre thinking it took me long enough",neither
"I say better late than never",neither
"I remember when the first movie was released in ",neither
"My sister was reading the books and so was my best friend ",neither
"In I was in high school and though I loved the movie I was reading Sylvia Plath and Wally Lamb and had no interest in the young adult genre ",neither
"Now totally different story",neither
"Im all about reading some YA ",neither
"Since Ive seen the movies Im years old and Ive finally started the Harry Potter series ",neither
"I know what youre thinking it took me long enough",neither
"I say better late than never",neither
"I remember when the first movie was released in ",neither
"My sister was reading the books and so was my best friend ",neither
"In I was in high school and though I loved the movie I was reading Sylvia Plath and Wally Lamb and had no interest in the young adult genre ",neither
"Now totally different story",neither
"Im all about reading some YA ",neither
"Since Ive seen the movies there wasnt a ton of new material in this book for me though my Ive heard that the further I get into the series the more new material Ill come across ",plot
"I enjoyed reading this one lots and Im looking forward to reading the rest of the magical Harry Potter books this year",plot
"I have a confession to make ",neither
"I have never read Harry Potter ",neither
"Yes yes I knowthis is akin to reader sacrilegeBut I just had no interest in these books when they came out ",neither
"I was too busy reading about men in kilts fucking the milkmaid ",neither
"Therefore my only experience with Hermione is the SNL skit where Lindsey Lohan shows Harry and that other scarfed dude her ginormous tatas ",neither
"Well what with everyone going ape shit over the newest installment I figure I should probably find out what all tI have a confession to make ",neither
"I have never read Harry Potter ",neither
"Yes yes I knowthis is akin to reader sacrilegeBut I just had no interest in these books when they came out ",neither
"I was too busy reading about men in kilts fucking the milkmaid ",neither
"Therefore my only experience with Hermione is the SNL skit where Lindsey Lohan shows Harry and that other scarfed dude her ginormous tatas ",neither
"Well what with everyone going ape shit over the newest installment I figure I should probably find out what all this Hogwarts business is about ",neither
"And since my friends year old demanded that I read his copy I now have the paperback in my possession ",neither
"Hoping to get starting this week ",neither
"UCThere are some things you cant share without ending up liking each other and knocking out a twelvefoot mountain troll is one of themUDHarry Potter is the most amazing series that I have ever read in my whole life and it probably forever will be ",plot
"I will never love any books as much as I love these ",neither
"I dont think I have to tell you guys about how good this book is because most of you have already read it anywayI havent written a review so far because I just did not feel the need to put thisUCThere are some things you cant share without ending up liking each other and knocking out a twelvefoot mountain troll is one of themUDHarry Potter is the most amazing series that I have ever read in my whole life and it probably forever will be ",plot
"I will never love any books as much as I love these ",neither
"I dont think I have to tell you guys about how good this book is because most of you have already read it anywayI havent written a review so far because I just did not feel the need to put this obvious opinion into words ",neither
"I dont think anything I write here hasnt been said already ",neither
"But Ive just read the illustrated edition by Jim Kay and if it is possible it makes this book even more outstanding than it already is ",neither
"Jim Kay is awesome ",neither
"Maybe you have read A Monster Calls and already know him ",neither
"If not you should definitley reconsider your life choicesI am certainly going to buy an edition of this its so pretty I could die ",neither
"Looking forward to the illustrated sequels stars ",plot
"Harry Potter and the Sorcerers Stone is one of the most celebrated books of all time for one simple reasonbecause it deserves to be Ill write a full review when I have time but for now heres myBook you have the right to a speedy trial review THE DEFENSE Rowlings prose is absolutely magical Story is not only exciting but often sweet as well Lead characters are all captivating Comic relief mostly from Ron is blended perfectly with the more dramatic events Never a dull moHarry Potter and the Sorcerers Stone is one of the most celebrated books of all time for one simple reasonbecause it deserves to beIll write a full review when I have time but for now heres myBook you have the right to a speedy trial review THE DEFENSE Rowlings prose is absolutely magical Story is not only exciting but often sweet as well Lead characters are all captivating Comic relief mostly from Ron is blended perfectly with the more dramatic events Never a dull moment THE PROSECUTION Rowling is occasionally too overthetop for her own good especially during Harrys time with the Dursleys After reading this anything else you do may seem like a waste of time that you could have used to read Harry Potter again",plot
"THE VERDICTSome books are worth reading once this one is worthy reading many times",neither
"A brilliant adventure that anyone can enjoy",plot
"In the Harry Potter series JK Rowling perfects the most important rule of story telling be interesting ",plot
"Her prose might not be great although it is good her plots and mysteries might be a little convoluted ",plot
"But damn can she tell an interesting story build a fun world and put great characters in itFrom the first sentence she lets you know what fun youre in for ",plot
"Theres just that magical touch to it only she seems to have ",neither
"And she keeps it going through the whole book and the six otheIn the Harry Potter series JK Rowling perfects the most important rule of story telling be interesting ",plot
"Her prose might not be great although it is good her plots and mysteries might be a little convoluted ",plot
"But damn can she tell an interesting story build a fun world and put great characters in itFrom the first sentence she lets you know what fun youre in for ",plot
"Theres just that magical touch to it only she seems to have ",neither
"And she keeps it going through the whole book and the six others in the series without missing a beatThe Sorcerers Stone is packed with mystery ",plot
"It starts early and picks up speed burning through pages right to the reveal which is quite the surpriseno ScoobyDoo ending here But the thing that really makes this book stand out is the characters ",plot
"Harry Potter ended up getting on my last nerve in the series but in this book hes crazy likable ",character
"The minor characters are what really make the series though ",character
"They have more personality than the protagonist of most booksThis series might not be the best but theres nothing like it ",character
"Its just magical ",neither
"Plain and simple ",neither
"EDIT NOTE in Since this apparently isnt obvious I wrote the review years ago ",neither
"I do not necessarily have those opinions now ",neither
"I wouldnt know I havent read Harry Potter since ",neither
"With a degree and five more birthdays behind me I do not necessarily agree with everything I said when I was seventeen years old ",neither
"Im happy to chat about the definition of literature with you or what I think about the Harry Potter phenomenon now or whatever but try and be civil and dont attack me right out of thEDIT NOTE in Since this apparently isnt obvious I wrote the review years ago ",neither
"I do not necessarily have those opinions now ",neither
"I wouldnt know I havent read Harry Potter since ",neither
"With a degree and five more birthdays behind me I do not necessarily agree with everything I said when I was seventeen years old ",neither
"Im happy to chat about the definition of literature with you or what I think about the Harry Potter phenomenon now or whatever but try and be civil and dont attack me right out of the gateEDIT NOTE in Ive edited this review to take out some teenage arrogance but the rest is asis ",neither
"A few years later and with a degree in hand including modules in Childrens Lit I could probably write a better review but people seem to like this oneI really dont like Harry Potter ",neither
"Its one of those little concealed but apparently not widely known facts about me which shocks everyone when I say I love books and theyre all yeah rite Harry Potter is so awesum rite and I say no it really isnt I confess when I was eleven or twelve or so I read them ",neither
"I also read the Sabrina the Teenage Witch novels ",neither
"I read everything and wasnt very discriminating about it ",neither
"I did enjoy them ",neither
"I continued to enjoy them until I got to Order of the Phoenix and then I decided that all the hype aside I just wasnt interested anymore ",plot
"Bear in mind then for the rest of this essay that I have only read up to and including The Goblet of FireCue a few years of irritation while everyone insisted I must read the rest of the books and how dare I prefer Tolkien and Ursula Le Guin and later Susan Cooper ",neither
"I have really no objection to people reading the books and enjoying them taking part in the fandom that surrounds them dressing up in witchy costumes to go and pick up the most recently released volume at midnight ",neither
"Have fun with that",neither
"As far as Im concerned youre welcome to ",neither
"Im even quite happy to concede that yes Harry Potter did get more people reading ",neither
"Whether it got them reading literature or not is another matter how many people I wonder have discovered a mania for reading after reading Harry Potter and then gone onto the likes of Crime and Punishment and War and Peace or even Lord of the Rings",neither
"Not that many Ill bet ",neither
"I think theyre probably reading Twilight and the like more often than not ",neither
"Not that it matters as long as people are readingBut in any case I Dont ",neither
"Have ",neither
"To ",neither
"Read ",neither
"Them ",neither
"Just because I like books does not mean I like those books ",neither
"And I detest it every time someone shoves them in my face as great literature ",neither
"I actually had to study Harry Potter for my English LitLang A Level for those unfamiliar with our system A Levels are exams you take when youre about eighteen which among other things determine whether you can go to university ",neither
"One of the questions we had to figure out how to answer was whether we thought Harry Potter was good literature whether we thought it would stand the test of time and how it was suited to the time its currently inIt was then that I figured out that yeah there are things wrong with Harry Potter beyond just the hype that was irritating me so much and the feeling that Rowling in no way matched up to the giants of fantasy and scifi like Tolkien ",plot
"I studied it alongside Tom Browns Schooldays by Thomas Hughes ",neither
"Do note that I didnt like that book either ",neither
"But its a well written well shaped well considered book and it doesnt use the same cheap tricks as Harry Potter does ",plot
"Im not going to say much about that since its not a book I liked if Im going to comparecontrast Ill compare with my favourite book that is also supposed to be for younger readers Susan Coopers The Dark Is RisingTheres nothing wrong with Harry Potter and the Philosophers Stone being an amateur first novel ",plot
"cause thats what it is ",neither
"Im sure many peoples first novels dont even see the light of day and yet Harry Potter somehow made it to a publishers and was accepted ",neither
"The thing is people mostly refuse to recognise that and the cheap tricks J K Rowling uses ",neither
"For example her characters names ",neither
"Draco Malfoy ",character
"Mal the French for bad immediately obvious ",character
"Draco suggesting dragon",character
"Or perhaps draconian which has negative connotations aplenty not that Id necessarily attribute those particular ones to Draco ",character
"Not very subtle is it",plot
"Dumbledore ",character
"Who doesnt get the image of a wellmeaning if strange old man",character
"Minerva straight out of Greek myth a goddess of knowledge ",character
"Gee I wonder why Rowling chose that for a female teacher ",character
"Remus Lupin Sirius Black Mad Eye Moody ",character
"Do I even have to say anything And Harry Potter ",character
"Nothing striking about that perfectly ordinary as names go right Yeah ",character
"And thats the point ",neither
"Harry Potter himself is not a real character certainly not at first ",character
"Hes a cypher a convenient space into which a kid can very easily insert himself or even herself ",character
"Hes brave ",character
"Okay generic hero characteristic ",character
"He has doubts ",character
"Again the same ",neither
"He has a Tragic Past ",neither
"Dont we all",neither
"Or dont we all like to think we do",neither
"Look at the Mary Suesself inserts people write in fandom so often theyre people with incredibly dark melodramatic pasts that they rise above ",neither
"Harry Potter is a convenient place to insert yourself ",neither
"The other characters are archetypes more than anything Hermione the know it all girl Ron the loyal friend Dumbledore the mentor Malfoy the rival All of that is actually what makes Harry Potter a highly readable enjoyable book for young people and even adults ",plot
"Its targeted very precisely toward the readership of today ",neither
"Maybe that makes J K Rowling a better author than I might paint her as that she can know her audience so well theres that view Im sure ",neither
"But its all very basic and I tend to look on it as cheap tricks ",neither
"The whole chapter in the first book about the Mirror of Erised how sad does it make you feel for Harry",plot
"Its sentimental its sad and its meant to do that very obviously ",plot
"Theres a whole chapter written just to enforce the love between the members of Harry Potters family Susan Cooper does it in a single paragraph that makes me want to cry every single time I read it coming after all the build up of guilt and pain in the relationship ",plot
"Bran went to his father and put his arm round his waist and stood close ",neither
"It was the first gesture of affection between the two that Will had ever seen ",neither
"And wondering loving surprise woke in Owen Daviess worn face as he looked down at the boys white head and the two stood there waiting That paragraph does for me what Rowlings whole chapter cannot ",neither
"Its so effective actually because Cooper spends a whole book leading up to it showing us Owen and Brans relationship ",neither
"Rowling shows us Harrys parents but in an unsubtle way that actually throws me out of it because I think Oh yeah this is the chapter in which were supposed to feel very sorry for Harry Theres also a very easy blunt misdirection ",plot
"Youre supposed to hate Snape supposed to believe hes the one to blame for everything and at the end youre supposed to be as surprised as Harry when its Quirrel waiting there for him ",neither
"At the age of eleven I think I went right along with that but when I reread it for A Level I had to wince at how heavy handed the misdirection was ",plot
"I understand that later in the series Snape comes into it more and I dont know whether the misdirection turns out to be not that misdirected when it comes down to the real truth but in the first book youre meant to believe its Snape all along and I dont think J K Rowling does a very good job of giving us clues that its not actually Snape because shes so busy blackening him to lead people astray Its also very black and white ",plot
"Questions arent raised by this story and thats a thing I think is actually important in literature ",plot
"Raise questions discuss issues end with a question ",neither
"I dont know what to call stories that dont fit into that really ",neither
"Im going to go with novels as opposed to literature ",neither
"Harry Potter is a novel ",neither
"Its a story ",neither
"I dont think it has any real lasting values ",plot
"Susan Coopers books while also quite basic discussing the Light and the Dark do end with a question ",neither
"If man is left on earth to do as man will will man be Light or Dark",neither
"The immortals leave earth and say that the world for better or worse belongs to humans ",neither
"Right now a lot of people think the answer to that question would be worse ",neither
"But Harry Potter does not raise this question does not raise any question and does not answer one either ",plot
"Thats why I dont think it will last except perhaps as a phenomenon to be studied the Potter mania and what caused it Thats why I dont like Rowlings writing ",plot
"Its not particularly refined its unsubtle and thats okay you know Im not saying you cant enjoy that cant find it refreshing ",plot
"I dont ",neither
"Im also not saying that novels are bad theyre good they can provide valuable escapism they can be incredibly rich fodder for the imagination and I suspect Harry Potter is for many children ",neither
"But I dont call it literature and I myself dont like it Note the three star rating is because honestly when I first read it I did love it ",plot
"I read this long long ago to see how evil it was ",neither
"You know does it encourage children to become witches and wizards",neither
"Does reading Harry Potter cause evil After chopping off the heads of chickens bats a stray cat and mixing it up in a cauldron pot I dipped in my voodoo doll and put a curse on my neighbor ",plot
"nothing too bad just a case of incurable body lice I then decided there is absoultely nothing wrong with Harry Potter disclaimer for those who dont get my sarcasm I never cut heads I read this long long ago to see how evil it was ",plot
"You know does it encourage children to become witches and wizards",plot
"Does reading Harry Potter cause evil After chopping off the heads of chickens bats a stray cat and mixing it up in a cauldron pot I dipped in my voodoo doll and put a curse on my neighbor ",plot
"nothing too bad just a case of incurable body lice I then decided there is absoultely nothing wrong with Harry Potter disclaimer for those who dont get my sarcasm I never cut heads off any animal ever ",plot
"I open the door to let spiders and flies out of the house ",neither
"So relax ",neither
"and let your kid read the damn book ",neither
"REVIEW TO COME ON SATURDAY stars this is the hardest review I have ever written because what can I say about Harry Potter",neither
"But Ill try my best on writing this review Harry Potter is an eleven year old boy ",neither
"He lives with aunt Petunia uncle Vernon and his naughty cousin Dudley ",neither
