@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'U U UA UCC U U U U U U U U UF U U U UF U U U U U UF UCC UA U UCC U U UF UC UCC UA UC U UE U U UAF UCC U U UF UCC UF U U U U UCC U UCC U UCC UF U U U U U U UE U U U U UCC UF U UF UA U UE U U U U UAF U U U UCC U U U U UA U UF UCC UF U UCC UA U UF U U U U UCC UF U U U UF U U U U U U UFU U U U U U U UE U U U UCC U U UA UF U UCC UCC UA UA U U UA U UCC UA U U UA U U UF U U U UF U U U U UCC U UCC U U U U U UA U UF U UA UA U U U UUF U U UCC U UA UA U U U U U U UCC U U UCC UC UE U UA U UC U U UA ',neither
'U U UCC U UA UA U U U U U UC UF U U U UA UF U UCC UF U U UA U U U U UCC UA U U UCC U U UA UA U U U UA U U U U UE UCC U UE U U U U UF U UC UCC UF U U U U UCC UC U U U U UF UAF UCC U UCC UC UA U UF ',neither
'UF U U UCC U UF U U U U U U UF UAF UCC UA U U UC UA U U UF U UC U UCC UF U U UF U U U UF U UA U U U U U U U UCC UA UC UF U U U U UCC UC U U UF U U U U U U UCC U UA ',neither
'U U UCC UF U U UA UF U U UF U U U U U U UCC U UC UA U UA U U U UA U U UA U U U U U UF U U U U UF U U U UC UCC UC U UF U UAF U UCC U U UAF U U U UA U U U UAF U UF UF ',neither
'U U UA UCC U U U U U U U U UF U U U UF U U U U U UF UCC UA U UCC UC U U UF UC UCC UA UC U UE U U UAF UCC U U UF UCC UF U U U U UCC U UCC UC U UCC UF U U U U U U UE U U U U UCC UC UF U UF UA U UE U U U U UAF U U U UCC U U U U UA U UF UCC UF U UCC UC UA U UF U U U U UCC UF U U U UF U U U U U U UFU U U U U U U UE U UC U U UCC U U UA UF U UCC UCC UA UA U U UA U UCC UA U U UA U U UF U U U UF U U U U UCC U UCC U U U U U UA U UF U UA UA U U U U U UAF U UA U U UF U U U UF UF U U U U U UA U U UCC UD U UCC UC UF U UF ',neither
'U U UCC UF U U UCC UA U U UA U U UCC U U U UF UA U U UAF U UA U UCC U U U U U UA UF U U U U U U U U UA U UF U UA U UC U U U UC U U U U UCC UA UA U U U U U UF ',neither
'U U U U U U U UA UA U U UC UCC U U UCC U U U U UCC UA U U U UCC U U U UF U U UAF U U U UA U U UCC UC U U UF UA UA U U UF U U U U U UC U U U UCC UA UE U UF U U U UE UCC UF U U UCC UC UA U UFhttpchoobalefblogir ',neither
'Update Rowling Id go gay for you ',neither
'And maybe switch back for Stephen FryUpdate th November Restarted as audio book Stephen Fry version ',neither
'Who knew the sense of hearing could be so sensational',neither
'Actually THIS is the least favourite oneEdit April Why did I do this',neither
'Stop it old me you fool',neither
'I hate myself for not reading these when I was younger ',neither
'FANTASTICMy review can be read here ',neither
'I really wish I wanted to read these when I was younger ',plot
'up until like late after numerous booktubers raving about these books I decided Id give it a shot ',neither
'dang ',neither
'wish I would have read these sooner ',neither
'soo good',neither
'I think I definitely enjoyed this book more than the first ugh why didnt I get into this series sooner ',plot
'Never fails to impress me ',neither
'This was such as fun reading experience with the illustrated edition ',neither
'This series will always be a favorite I can turn to and visit and discover new things ',neither
'I really hope they continue with the pattern of rainbow colors for the inner cloth bound covers',neither
'I manage to like this books more and more every time I read them',neither
'They are just THE VERY BEST',neither
'Book two picks up just as Harry is preparing to return to Hogwarts ',neither
'His summer has been miserable with the Dursleys and he hasnt heard from his friends in months',neither
'Miserable and lonely Harry meets a new character who Id honestly forgotten was such a nuisance early on Dobby the house elf ',character
'Thus begins the delightful second chapter of Harry PotterI ',neither
'Love ',neither
'These ',neither
'Books ',neither
'Honestly I could end my review there but I wont ',neither
'Harry Potter is such a rare exception to my usual reading preference',character
'I d Book two picks up just as Harry is preparing to return to Hogwarts ',neither
'His summer has been miserable with the Dursleys and he hasnt heard from his friends in months',neither
'Miserable and lonely Harry meets a new character who Id honestly forgotten was such a nuisance early on Dobby the house elf ',character
'Thus begins the delightful second chapter of Harry PotterI ',neither
'Love ',neither
'These ',neither
'Books ',neither
'Honestly I could end my review there but I wont ',neither
'Harry Potter is such a rare exception to my usual reading preference',character
'I dont usually care for humor in books ',neither
'You might think that makes me cold hearted but I just really prefer other aspects of books more than jokes and silly situations ',neither
'But what JK Rowling does with this series blends humor along with mystery action and adventure so seamlessly that I found myself laughing out loud on multiple occasions throughout the Chamber of Secrets and being totally charmed by it',neither
'Her writing is so unique and amazingHermione is much more likable in book two thank goodness ',neither
'She is still a little goody twoshoes for my taste but her redeeming qualities far outweigh the annoying ones ',neither
'At least she breaks a few rules this time',neither
'Harry continues to learn more about himself and his connection to Voldemort which is really interesting to read the second time around knowing what will happen later on and being able to piece it all together ',plot
'Ron continues to be a hilarious character who I always feel a little sorry for hopefully he gets a new wand soonGinny though ',character
'I know that she grows a lot through the series but good grief shes dumb in this book ',neither
'I cant help feeling that she acts much more immature than Harry Ron and Hermione did in their first year at Hogwarts but maybe being the baby in the family will do that to a person ',character
'Professor Lockhart is so repulsive',neither
'I was right there with Ron and Harry gagging every time the man opened his mouth',neither
'Rowling definitely has a gift for bringing characters to life',character
'As always Dumbledore makes me smile and Draco makes me cringe ',plot
'I could go on and on about all the other characters but Ill stop thereReading this book again makes me wish again that I had read them as a child before seeing the movies ',character
'Even though I had forgotten a lot of the details I cant imagine what it would have been like experiencing the story for the first time by reading the books with no clue about what the Chamber of Secrets was',neither
'If like me you missed out on this one as a child I highly recommend you give it a try now',neither
'Youll regret waiting so long ',neither
'Round two book two',neither
'How could I have possibly forgotten how funny this book is',neither
'Professor Gilderoy Lockhart is the man',neither
'I dont think Ill ever love a narcissistic character more than I do this professor He asks his students to write a poem about his achievements as homework ',character
'I love it',neither
'I shouldnt even start on my love for Dobby the house elf or youll be reading this review for quite some time ',neither
'Id give that lovable little creature all of my socks ',neither
'As Im studying these and looking forRound two book two',neither
'How could I have possibly forgotten how funny this book is',neither
'Professor Gilderoy Lockhart is the man',neither
'I dont think Ill ever love a narcissistic character more than I do this professor He asks his students to write a poem about his achievements as homework ',character
'I love it',neither
'I shouldnt even start on my love for Dobby the house elf or youll be reading this review for quite some time ',neither
'Id give that lovable little creature all of my socks ',neither
'As Im studying these and looking for trauma and memory Im fascinated at what Im finding ',neither
'Memories so strong that they can come alive ',neither
'Memories that can be obliterated in a moment with a spell ',neither
'A cast system in the wizarding world made up of an ideology that there are wizards that are pure or mudblood The system going even darkerdeeper by enslaving certain magical creatures ',neither
'For the life of me I cant figure out how Rowlings justified sending Harry back to the Dursleys when they had bars on his window and were feeding him through a pet door ',plot
'Seems a bit harsh ',neither
'understatement Next up on my Potter revivalAzkaban',neither
' HarryI think Ive just understood something',neither
'Ive got to go to the library And she sprinted away up the stairs ',neither
'What does she understand said Harry distractedly still looking around trying to tell where the voice had come from ',neither
'Loads more than I do said Ron shaking his head ',neither
'But whys she got to go to the library Because thats what Hermione does said Ron shrugging ',character
'When in doubt go to the library pg It is our choices Harry that shows what we truly are far more than our abilities pg ',neither
'First read December ',neither
' starsSecond read th January ',neither
' starsRead as part of the InfiniteVariety Reading Challenge based on the BBCs Big Read pollI cant say I was taken with this one ',neither
'I think from what Ive seen this is the least favourite book and film amongst the Potterheads and up to now I think I agree ',neither
'There was a lot of toing and froing in relation to the previous book and repetition galore ',neither
'I also disliked Ginny intensely and didnt enjoy the way she was bFirst read December ',plot
' starsSecond read th January ',neither
' starsRead as part of the InfiniteVariety Reading Challenge based on the BBCs Big Read pollI cant say I was taken with this one ',neither
'I think from what Ive seen this is the least favourite book and film amongst the Potterheads and up to now I think I agree ',neither
'There was a lot of toing and froing in relation to the previous book and repetition galore ',neither
'I also disliked Ginny intensely and didnt enjoy the way she was basically just a damsel to be used and rescued ',plot
'I am also getting tired of how many times the female characters are being described as being giggly every time they get in a group of two or moreIts written fairly well though I did notice a few typos ',character
'I think the series really takes off once the books get a bit longer but the earlier ones are basically just childrens books with fun magic stuff ',neither
'It was a rather tedious read and that andahalf hour long film was dire but I still dont hate Harry Potter or the world in general so its still going well ',neither
'DOBBY IS FREEEE And its am and Im just barely contemplating the possibility of sleep because I just had to finish this book before putting it down ',neither
'Is it even possible for me to be more scared the second time around',neither
'I think it is ',neither
'I was so freaked out by the thought of going to the bathroom earlier and I dont remember that happening when I first read this a few years back ',neither
'Talk about adulting ',neither
'It seems like Im becoming more of a baby each dayAlso I LOVE how Hermione is finally startDOBBY IS FREEEE And its am and Im just barely contemplating the possibility of sleep because I just had to finish this book before putting it down ',neither
'Is it even possible for me to be more scared the second time around',neither
'I think it is ',neither
'I was so freaked out by the thought of going to the bathroom earlier and I dont remember that happening when I first read this a few years back ',neither
'Talk about adulting ',neither
'It seems like Im becoming more of a baby each dayAlso I LOVE how Hermione is finally starting her career as a professional rule breaker though we all now shell keep her wits and everything elseOne thing Im loving about reexploring my favorite series at this age is that Im just now realizing how intricate the plot and the world building are it is amazing and quite impressive to be honest ',character
'La camera dei segreti UE stata aperta ',neither
'Nemici dellerede temete ',neither
'Il secondo tassello della saga riparte dai punti di forza del primo libro e si arrichisce a livello di atmosfera molto piUF cupa e volta a palesare il lato oscuro di Hogwarts anche alcuni personaggi Piton McGranitt e Riddle tanto per dirne alcuni incominciano ad acquisire una profonditUE a tutto tondo e neanche cosUEC scontata in un romanzo fantasy per ragazziEmozionante il finale latore di rivelazioni sorprendenti che avr La camera dei segreti UE stata aperta ',plot
'Nemici dellerede temete ',neither
'Il secondo tassello della saga riparte dai punti di forza del primo libro e si arrichisce a livello di atmosfera molto piUF cupa e volta a palesare il lato oscuro di Hogwarts anche alcuni personaggi Piton McGranitt e Riddle tanto per dirne alcuni incominciano ad acquisire una profonditUE a tutto tondo e neanche cosUEC scontata in un romanzo fantasy per ragazziEmozionante il finale latore di rivelazioni sorprendenti che avranno ripercussioni importanti a livello dellintera sagaUna chiosa finale la voglio dedicare al doppiatore italiano che ha prestato voce al Basilisco colpevole di tremendi incubi protrattisi per svariate settimane ',neither
'I cant remember how it started but since last year my good friend TL and I have been doing monthly buddy reads ',neither
'We both choose a book together each month that we mutually are interested in reading arrange a date to start that we both can do and chat on snapchat about it ',neither
'Some time near the end of we decided we wanted to reread the Harry Potter series in as it is one of our favourite ever series ',neither
'This will be my th time reading the series ',neither
'I cant choose a favourite with these booI cant remember how it started but since last year my good friend TL and I have been doing monthly buddy reads ',neither
'We both choose a book together each month that we mutually are interested in reading arrange a date to start that we both can do and chat on snapchat about it ',neither
'Some time near the end of we decided we wanted to reread the Harry Potter series in as it is one of our favourite ever series ',neither
'This will be my th time reading the series ',neither
'I cant choose a favourite with these books ',neither
'I love them all ',neither
'But I especially love the last chapter in this book ',neither
'In fact any scene with Dumbledore in it I adore ',neither
'UPero tus tios estaran muy orgullosos de ti UBFno',neither
'Udijo Hermione cuando salian del tren y se metian entre la multitud que iba en tropel hacia la barrera encantadaU ',character
'UBFY cuando se enteren de lo que has hecho este cursoU UBFOrgullosos',neither
'Udijo HarryU ',neither
'UBFEstas loca',neither
'UBFCon todas las oportunidades que tuve de morir y no lo logre',neither
'Estaran furiosos Jajajajajajaja pobre HarryFui tan feliz con este libro',neither
'Ahora entiendo por que todo el mundo ama esta saga',neither
'TambiUEn me alegra el hecho de que no vi todasUPero tus tiUos estaraUn muy orgullosos de ti UBFno',neither
'Udijo Hermione cuando saliUan del tren y se metiUan entre la multitud que iba en tropel hacia la barrera encantadaU ',character
'UBFY cuando se enteren de lo que has hecho este cursoU UBFOrgullosos',neither
'Udijo HarryU ',neither
'UBFEstaUs loca',neither
'UBFCon todas las oportunidades que tuve de morir y no lo logreU',neither
'EstaraUn furiosos Jajajajajajaja pobre HarryFui tan feliz con este libro',neither
'Ahora entiendo por que todo el mundo ama esta saga',neither
'TambiUEn me alegra el hecho de que no vi todas las pelUEDculas asUED que esto es como nuevo para mi ',neither
'SonreUED cUFmo una tonta todo el libro',neither
'Jajaja lo amUE en serio',neither
'Blogreview httphedisbookworldblogspotnlWauw i really liked it ',neither
'I was swept in at the very start and couldnt let go i wanted more ',neither
'But i have to wait until my order will arrive next week ',neither
'Harry was as always amazing Hermoine and Ron also',character
'The new characters that were introduced made a difference in the story and all the extra happenings thaht werent in the movie made my day ',character
'I simply loved it as always',character
'Totally obsessed with Harry Potter i never want it to end ',neither
'I will be frank here this book and the HP series as a whole is goodfor children and teenagers who hadnt been exposed to better fantasy series ',neither
'Also if you were a kid or a teenager who wants to learn some basic English do read this series it will helpIf you were an adult read it when youre reading it along with your kid or something otherwise you can easily found this series to be very juvenile and feeble ',neither
' yUl UFnce bir sabah uyanUp yanUmda bulmuUFtum bu kitabU ',neither
'Tabii kitap yataUF UmUn baUFucuna kendiliUFinden gelmemiUFti babam oraaya bUrakmU UFtU ',neither
'Ama o zamanki ben iUEin yeterince sihirli bir durumdu bu kitapla uyanmak ',neither
'Harry Potter serisinin okuduUFum ilk kitabUydU bu kitap ve yUllar sonra Harry Potter maratonumda bu kitabU tekrar okumak paha biUEilemezdi ',neither
'Harry Potter ile birlikte bUFCyUFCdUFC UF UFCm iUEin kendimi gerUEekten UEok UFanslU hissediyorum ',neither
'U U UCC UCC UCC UE UF U U UE U UCC UE UCC U UCC U U UD U U UA U U U U UF U UE U U U U U U U UC U UA U UC UCC U UCC UAF U UA UE U U UCC UF U U UA UF UE UA U UF U U U U UCC U UC U U U UCC UF U U U U UF U U U U U U UF U U UE U U UCC UA UA U U U U UCC UF U U UA UF U U UA U U UCC U U U UA UE U U U U UCC U U U UA UA U UD U UCC U UA U U U U UCC U U U U U U U U U UCC UF U U U UA U U U U UCC UCC U U UCC U U ',neither
'Took a break from reading there in the middle but managed to finish it up finally',neither
'I enjoyed it just as much as I enjoyed the first one and will be moving on to Book soon',plot
'And once again when my life crumbles its Harry Potter time ',neither
'Its my best medication ',neither
'Always there to pick up the pieces of my shattered soul ',character
'st read nd read ',neither
' stars ',neither
'Oh Harry Potter ',neither
'How glorious it is ',plot
'This is not how I believe a strong sequel should progress ',neither
'When you do all the groundwork in the first novel why cover the exact same territory yet again',neither
'The book adds little to the worldbuilding and I am left questioning the limitations and ways in which the magic in Harry Potters world actually works ',neither
'What distinguishes good magic from bad magic',plot
'What stops anyone simply casting a spell',neither
'I know that the spells end up going wrong without practice but there really arent a lot of proceduThis is not how I believe a strong sequel should progress ',plot
'When you do all the groundwork in the first novel why cover the exact same territory yet again',neither
'The book adds little to the worldbuilding and I am left questioning the limitations and ways in which the magic in Harry Potters world actually works ',neither
'What distinguishes good magic from bad magic',plot
'What stops anyone simply casting a spell',neither
'I know that the spells end up going wrong without practice but there really arent a lot of procedures or ideas in these books that explain any of that to meSo my review here will stand as a brief examination of how Ive found the first two books in this series ',character
'Books that I finally decided to read after a long history of more classic childrens novels and fantasy ',neither
'The question at this point is why did these books become so popularFirstly is it the fantasy',neither
'I will say that most of the fantasy ideas in these two books are oldhat ',plot
'Sure there are some new ideas or new ways of using the ideas here and there but on the whole the books are a conglomeration of previous myths fairytales and folklore ',neither
'So maybe these books made these ideas more accessible for a whole generation to see how interesting the whole fantasy genre wasAnother thought that comes to mind is the whole growing up with Harry method ',plot
'By which I refer to how Harry Potter ages as his readers age meaning that ',neither
'Yet that said he lacks any great definition as a character ',neither
'Im sorry to anyone who said JK Rowling was a brilliant prose author yes I see her moments from time to time but on the whole she spends her novel writing so sparsely and telling her readers so much about her characters that I just wish she would spend some time showing now and then ',plot
'Which leads me to one other point marketing ',neither
'Which is why I was so skeptical about these novels for so long ',neither
'I looked at the craze surrounding them and thought it seems like some fad of marketing ',neither
'And reading these trying to be critical I would agree ',neither
'The plotting is messy which may be better in the films but again I havent seen those because I tend to read the books first the characterization and development isnt great in the first two books and most of the ideas are sourced from elsewhere ',character
'So my conclusion stands that these books became so popular because they were a whole new line of popular fantasy and the movies helped too ',plot
'Its the same thing I see happening with Game of Thrones and what I saw happen with Hunger Games and Divergent though I like Hunger Games a little moreAnyway thats enough from me ',character
'At least until I finish A Dance with Dragons and can complain about that instead ',neither
'Although my complaining is happy complaining if that makes any sense ',neither
'The kind of complaining where Im trying to let people know why I dont think its as good as popularity demands ',neither
' Reread Again Im amazed by how Rowling bring in the smallest subtle hints of things to come in this awesome series ',plot
'How ever little detail of this story just fits into the greater pictures of what this series is going to beI dont think Ill ever grow tiered of read about Harry Potter and his adventuresAfter Rereading the first book I just couldnt resist the magical world of secrets prisoners goblets orders princes and hallows so I got myself the audio books ',neither
'So now whenever Reread Again Im amazed by how Rowling bring in the smallest subtle hints of things to come in this awesome series ',plot
'How ever little detail of this story just fits into the greater pictures of what this series is going to beI dont think Ill ever grow tiered of read about Harry Potter and his adventuresAfter Rereading the first book I just couldnt resist the magical world of secrets prisoners goblets orders princes and hallows so I got myself the audio books ',neither
'So now whenever I do repetitive nobrainer tasks at work I put on my headphones and its surprising how quick those tasks get finish now I find myself disappointed whenever I need to depart form Harrys worldRelistening to The Chamber of Secrets made me feel like a child again those hours Ive spent reading these books were some of the best memories I have ',neither
'Reliving them now looking back reminds me how absolutely awsome my childhood was waiting not so patiently for the next bookAwesome times',plot
'Never trust anything that can think for itself if you cant see where it keeps its brain AKA brilliant advice from Mrs Weasley hahaLockhart so got what he deserved though ',plot
'Sad that he couldnt actually remember the significance of the one adventure that he couldve written a truthful book about ',neither
'Not that I am really sad because he was hella annoying throughoutTom Riddle just fascinates me as hes the root of everything VoldemortAlso that Dumbledore quote made me tear up mostly becauseNever trust anything that can think for itself if you cant see where it keeps its brain AKA brilliant advice from Mrs Weasley hahaLockhart so got what he deserved though ',plot
'Sad that he couldnt actually remember the significance of the one adventure that he couldve written a truthful book about ',neither
'Not that I am really sad because he was hella annoying throughoutTom Riddle just fascinates me as hes the root of everything VoldemortAlso that Dumbledore quote made me tear up mostly because I made the connection about loyalty in an instant It is our choices Harry that show what we truly are far more than our abilities ',character
'Chamber of Secrets is sort of the redheaded stepchild the sixth Weasley brother of the series but it gave me my favorite Harry Potter movie casting of all timeThe first three books are more economical because they have to be and every single event that happens in Chamber of Secrets from Rons wand snapping to Harrys appearance in Dumbledores office has some bearing on the plot which makes it exciting to watch the carefully laid story unfold ',neither
'I also just straight up love Lockhart ',neither
'IChamber of Secrets is sort of the redheaded stepchild the sixth Weasley brother of the series but it gave me my favorite Harry Potter movie casting of all timeThe first three books are more economical because they have to be and every single event that happens in Chamber of Secrets from Rons wand snapping to Harrys appearance in Dumbledores office has some bearing on the plot which makes it exciting to watch the carefully laid story unfold ',neither
'I also just straight up love Lockhart ',neither
'Its possible I love him more on every reading ',character
'When it comes to Harry Potter my mind just get blank on this writingareview subject i really think that whatever Ill write wont do the series justice I already know half the dialogue by heart though i havent read the book any time before but Ive watched the movie enough times to do ',plot
'and inspite of the fact that the book is totally spoiled for me i enjoyed every line i think this series does have some real magic into it after all doesnt it ',plot
'I really love this book and I really regret not reading it earlier ',neither
'Anyway the characters are so welldeveloped ',character
'They are unique in their own way ',neither
'The golden trioHarryHermione and Ron are my absolute favourite of the characters ',character
'The plot is also amazing',neither
'There are twists everywhere which I couldnt have guessed ',character
'I am really amazed by this book and I adore it D I must say JK Rowlings writing is really beautiful ',plot
'I dont think any other witch book can be on par with the Harry PotterI really love this book and I really regret not reading it earlier ',character
'Anyway the characters are so welldeveloped ',character
'They are unique in their own way ',neither
'The golden trioHarryHermione and Ron are my absolute favourite of the characters ',character
'The plot is also amazing',neither
'There are twists everywhere which I couldnt have guessed ',character
'I am really amazed by this book and I adore it D I must say JK Rowlings writing is really beautiful ',plot
'I dont think any other witch book can be on par with the Harry Potter series ',neither
'I dont mean to offend anyone by this statement ',neither
'Its just how I really feel XD ',neither
' reread As with all Harry Potter books I love this book more every time I read it ',plot
'JK Rowling is a genius',neither
'My favorite parts in this book are all the hints and all the forshadowing to future events',neither
'also ',neither
'RON BEING SUPER CONCERNED ABOUT HERMIONE',character
'im dead insidespoilerPS I totally saw that hint to Harry being a horcrux in the last scene with Dumbledore like WOW how could we all be so blind D ',neither
'Just when you think Harry Potter couldnt get better here comes Chamber of Secrets ',character
'Rowling does a good job of adding something to story with the mudbloods and purebloods and I like how she had Harry explain quidditch again just in case you missed it again in the first novel ',neither
'Theres a lot more to than that but everyones read or at least seen Harry Potter so this should be an easy choice ',neither
'I always thought the first and the last book were my favs but I might have to reconsider my choices because I forgot how much I loved this one',character
'Ron says the most hilarious things ever and ugh I just love it',neither
'I always thought the first and the last book were my favs but I might have to reconsider my choices because I forgot how much I loved this one',character
'Ron says the most hilarious things ever and ugh I just love it',neither
'U ',neither
'UF U U U U UF U UU UCC U U U UA UE U U U U UCC U U U UA UA U UD U UCC U UA U U U U UCC U U U U U U U U U UCC UF U UF UC U U U U UA U UF U UF U U UCC U UU UAF U UCC U UA U U U UCC U U UCC U U UF U UCC UA UC U U U ',neither
'Review to come laterPor ahora sUFlo dirUE QuUE cosa tan bonita son estos libros ',neither
'I finished it yesterday ',neither
'Not my favorite installment but its just as good ',neither
'Heerlijk om Harry Potter te herlezen',neither
'Even though IUm a contributor to a comics media outlet I have to sheepishly admit I donUt get all obsessive with details about comic book storylines U I reserve all that fervor for Harry Potter ',plot
'This is my th reread of the series but thereUs always some kind of new detail I notice every timeUIf you have not read this book yet there are spoilers below How do Muggles send mail to Hogwarts',plot
'Harry always chooses to remain at Hogwarts during vacation breaks ',character
'The DursleyUs send Harry a pathEven though IUm a contributor to a comics media outlet I have to sheepishly admit I donUt get all obsessive with details about comic book storylines U I reserve all that fervor for Harry Potter ',plot
'This is my th reread of the series but thereUs always some kind of new detail I notice every timeUIf you have not read this book yet there are spoilers below How do Muggles send mail to Hogwarts',plot
'Harry always chooses to remain at Hogwarts during vacation breaks ',character
'The DursleyUs send Harry a pathetic Christmas present every year U how do they get their package to him',plot
'I certainly cannot imagine the DursleyUs using owls ',neither
'Likewise Hermione left behind her copy of Hogwarts A History at home because there was no room in her trunk U LockhartUs books took up so much space',character
'If the DursleyUs can send Harry small parcels why couldnUt HermioneUs Muggle parents have sent the book to her',neither
'Plotwise I understand why this option wasnUt explored but it does make me wonder how Muggle families communicate with their kids at Hogwarts Some of the Hogwarts staff are OLD Hagrid was when the Chamber of Secrets was opened ',neither
'This book takes place years later so Hagrid is ',neither
'Likewise Dumbledore is OLD too ',neither
'Dumbledore was already on staff at Hogwarts as the Tranfiguration teacher when those events years prior took place took place U he is much older than Dobby Draco Malfoy and the Chamber of Secrets IUm still not sure what Dobby would have ever overheard about the Chamber of Secrets to cause him to try to prevent Harry from returning to Hogwarts ',character
'Dobby says that Harry will be in UCmortal dangerUD and that there is a plot UCto make most terrible things happen at HogwartsUD ',neither
'Dobby also says that he has known about the plot for monthsAlso when Chamber of Secrets related messages were painted on the castle walls Malfoy already seemed to be in the loop about them and also was not concerned for his own safety ',neither
'Yes the Chamber of Secrets is a legend so perhaps Malfoy already had heard about it but yet the students in the History of Magic class taught by Professor Binns were so keen to have him relate the story to themBut back to DobbyU What kind of conversation took place at the Malfoy Manor over the summer to have caused Dobby to try to prevent Harry Potter from returning to Hogwarts',neither
'I donUt even understand why Dobby felt Harry was in mortal danger ',neither
'Houseelves have magic all of their own so maybe Dobby could read between the lines and figure some stuff out that I havenUt even figured yet Moaning Myrtle is a ghost Yes we all know that ',neither
'Even though I just finished reading SorcererUs Stone I canUt recall if Moaning Myrtle was mentioned in the first book ',neither
'Regardless Moaning Myrtle is a GHOST ',neither
' years prior the basilisk killed Myrtle ',neither
'Myrtle says that she floated away but then came back and that she UCwas determined to haunt Olive HornbyUD page I got the impression perhaps from Order of the Phoenix from Sir Nick the ghost of Gryffindor House that becoming a ghost after death takes advance planning ',neither
'Myrtle died unexpectedly not sure what year she was at Hogwarts but letUs assume too inexperienced to UCdo the magicUD to let herself come back as a ghost ',neither
'Is MyrtleUs desire perhaps even when she was still alive to haunt Olive Hornby enough for Myrtle to have come back as ghostPerhaps some witches and wizards do UCplan aheadUD and become ghosts after their natural lives end ',neither
'Perhaps for others who die before their time becoming a ghost is random and spontaneous ',neither
'Case in point Professor Bins History of Magic teacher is said to have died in the teacherUs lounge but simply rose up from his chair as a ghost and continued to go about teaching his classes ',plot
'Also Myrtle mentions to Harry that if he had died in the Chamber of Secrets she would have shared her toilet with him ',neither
'Perhaps Myrtle was just hoping this random becomingaghost thing would happen with Harry if he had diedAs a side note it is interesting to note that it seems that Myrtle did not tell anyone that Hermione Harry and Ron were brewing polyjuice potion in her bathroom ',character
'Myrtle seems quite lonely so perhaps she enjoyed their presence even though a lot of times the three of them just ignored her Awards After the Chamber of Secrets ordeal in McGonagallUs office Dumbledore says that Ron and Harry will both receive Special Awards for Services to the School ',plot
'In all seven books there is never any description of any kind of awards ceremony ',neither
'Perhaps Dumbledore merely makes these award announcements in the Great Hall at meal times U or maybe a proper awards ceremony is held each year but Rowling chooses not incorporate it into the stories ',plot
'And letUs not forget that during one detention supervised by Filch Ron had to polish the silver in the trophy room ',neither
'I have to say I am VERY MUCH enjoying my reread of the entire series and look forward to starting Order of the Phoenix later but for me Chamber of Secrets is not as excellent as SorcererUs Stone mainly because of my thoughts for item all my reviews can be found at wwwisniffbookswordpresscomreread from July July ',plot
'I absolutely adore these illustrated editions of the Harry Potter series the first one was stunning and the Chamber of Secrets is just as beautiful so I cant wait to have the entire series on sitting on my shelves',plot
'Im not going to talk about the story in this review Ive already done that HERE so instead Ill focus on the quality of the book and the artworkJust like the Philosophers Stone illustrated edition this is a beautiful book in every way possible Im sure everyone who is lookingI absolutely adore these illustrated editions of the Harry Potter series the first one was stunning and the Chamber of Secrets is just as beautiful so I cant wait to have the entire series on sitting on my shelves',plot
'Im not going to talk about the story in this review Ive already done that HERE so instead Ill focus on the quality of the book and the artworkJust like the Philosophers Stone illustrated edition this is a beautiful book in every way possible Im sure everyone who is looking at this already owns the previous one and has a good idea what to expect but just in case youre considering buying both illustrated versions Ill give you the highlights ',plot
'These books are large hardbacks with good quality glossy pages full of wonderful illustrations to go along with the familiar text of the story ',neither
'I love the way the illustrations vary from tiny little images through to whole double page spreads because you just never know what youll find when you turn over the page ',neither
'These books are an experience and they beg to be read out loud with children or to have someone sit for hours just studying the picturesJim Kay has really done such a fabulous job of bringing the stories to life in a different way it would have been so easy to base these images on the movies that were all so familiar with but hes created his own version of the world and the characters that are similar enough to be easily recognised but still completely his own versionsI honestly could have included hundreds of pictures with this review but Ive tried to narrow it down to just a few of my favourites ',plot
'An illustrated version of Harry Potter and the Chamber of Secrets',neither
'One that matches the absolutely STUNNING copy of Philosophers Stone',neither
'I NEED this book in my life',neither
'What stands out in book The degnoming of the Weasleys garden ',neither
'Harry discovers that even wizards have choresgnomes must be grabbed ignoring angry protests Gerroff me',neither
'Gerroff me swung about to make them too dizzy to come back and tossed out of the gardenthis delightful scene highlights Rowlings clever and witty genius ',neither
' Harrys first experience with a Howler sent to Ron by his mother ',neither
' The Dueling Club battle between Harry and Malfoy ',neither
'Gilderoy Lockhart starts the Dueling ClWhat stands out in book The degnoming of the Weasleys garden ',neither
'Harry discovers that even wizards have choresgnomes must be grabbed ignoring angry protests Gerroff me',neither
'Gerroff me swung about to make them too dizzy to come back and tossed out of the gardenthis delightful scene highlights Rowlings clever and witty genius ',neither
' Harrys first experience with a Howler sent to Ron by his mother ',neither
' The Dueling Club battle between Harry and Malfoy ',neither
'Gilderoy Lockhart starts the Dueling Club to help students practice spells on each other but he is not prepared for the intensity of the animosity between Harry and Draco ',neither
'Since they are still young their minibattle is innocent enough including tickling and dancing charms ',neither
' We learn more about Tom Riddle aka VoldemortAmazon ReviewIts hard to fall in love with an earnest appealing young hero like Harry Potter and then to watch helplessly as he steps into terrible danger',neither
'And in JK Rowlings Harry Potter and the Chamber of Secrets the much anticipated sequel to the awardwinning Harry Potter and the Sorcerers Stone he is in terrible danger indeed ',neither
