@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'So far this one is my favorite book ',neither
'I love the character of Sirius Black ',character
'I love all the details and most of all I love being transported to this magical world when I read these books ',neither
'The whole family gobbled up this audiobook on our day road trip mesmerized ',neither
'Personally Im not sure any of The Harry Potter books deserve less than stars although The Sorcerers Stone will always be my favorite ',neither
'Was gibt es dazu noch groUDF zu sagen',neither
'Das HUFrbuch war endlich mal in der BUFCCherei sodass ich weiter hUFren konnte ',neither
'Expecto Patronum',neither
'Yine mUFCthiUFtiBayUldUm Ruh emiciler kUlkuyruk UEAtalak derken Azkaban TutsaUF U yine gUFnlUFCmUFC fethetti Bekle beni AteUF Kadehi ',neither
'Todos son maravillosos pero cada vez que leo este me deja un regustillo al final que hace que sea mi favorito de la saga ',neither
'My Fav ',neither
'No Review Needed This review is doesnt count D ',neither
'Actual rating This is easily my favourite of the series so far',neither
'Getting a first glimpse at the Marauders and Harry finally meeting Lupin and Sirius I LOVE IT ',neither
'Pa So we finally finished Prisoner of Azkaban you turkeys what did you thinkMiloU I thought that the timeturner was really coolPa How comeMiloU Because I liked how Harry and Hermione went to save Sirius and save Buckbeak and how Ron woke up and said what happenedPa How about you Te',character
'Did you like that partBrontUEB Yeah I liked it ',neither
'I like how they were going back in time ',neither
'And I love how Harry at the end didnt know it the person who cast the Patronus was him because he thought iPa So we finally finished Prisoner of Azkaban you turkeys what did you thinkMiloU I thought that the timeturner was really coolPa How comeMiloU Because I liked how Harry and Hermione went to save Sirius and save Buckbeak and how Ron woke up and said what happenedPa How about you Te',character
'Did you like that partBrontUEB Yeah I liked it ',neither
'I like how they were going back in time ',neither
'And I love how Harry at the end didnt know it the person who cast the Patronus was him because he thought it was his dad and it couldnt be him and its the wizard world so his dad could have been a ghost there doing the spell even though he was a ghost but it was actually Harry but I thought that was an amazing part and the other one that I liked was that they were going back just to save Harrys godfather that was really awesome and even the fact that he was being impatient with whatshisnamePa SnapeMilos LupinBrontUEB Yeah Lupin ',neither
'I loved that he was impatinet with Lupin and then they went to save him even though they wanted to kill Peter Pettigrew ',neither
'Two little kids saving Harrys godfather ',neither
'It was awesome ',neither
'I just think the whole book was amazingMiloU Me too ',neither
'Pa Wow ',neither
'Thats crazy ',neither
'Ummm ',neither
'Did you like the book better than the movieMiloU YeahBrontUEB Of course we liked the book ',neither
'Even though we havent heard all the books we love them because the books are the real story and the movies are just made up or some parts are made up from the book and the book is really the real story ',neither
'Pa CoolMiloU Next time we go to the movie theatre if we take Prisoner of Azkaban I going to take the book up the steps and put it in the theatre were stiting in and then we can watch it ',plot
'I mean I know we wont be able to see all of it but I will just imagine the parts I cant see and get it into my brainPa Wow',neither
'That would be cool ',neither
'Anything elseMiloU No thats it oh but I love the book its really coolBrontUEB There is one more thing for me to say though ',neither
'Even though I like like one or two maybe of the Gryffindors I mostly like the Slytherins ',neither
'I dont know why but you look in ghosts past and you can see Harrys dad hurting and torturing Snape and Snape has been good to Harry and Harry still doesnt like him and Snape was in Slytherin so I just like Slytherin best ',neither
'Oh but I like Ginny from Gryffindor and I love Luna Lovegood the mostMiloU Shes RavenclawBrontUEB She wears a blue scarfMiloU Yeah RavenclawPa So what should we read next',neither
'should we finish Pippi or read Goblet of Fire or Beedle the Bard',neither
'What do you thinkMiloU BrontUEB Beedle the BardPa Beedle the Bard it is ',neither
'Okay go play ',neither
'I keep fooling myself thinking Im going to be able to write a coherent review for any of the books in this series when deep down I know that this is just too much awesomeness for my laptops keyboard to process or my brainThis book is possibly one of the best things I have ever read ',neither
'It has a pretty convoluted storyline especially towards the end which makes me indescribably happy ',neither
'It has characters that I wish I could meet in real life and I know I sometimes say that about say dudeI keep fooling myself thinking Im going to be able to write a coherent review for any of the books in this series when deep down I know that this is just too much awesomeness for my laptops keyboard to process or my brainThis book is possibly one of the best things I have ever read ',neither
'It has a pretty convoluted storyline especially towards the end which makes me indescribably happy ',neither
'It has characters that I wish I could meet in real life and I know I sometimes say that about say dude X in that romance novel and girl Y in that historical fic but this time I really do because they seem so real I want to be friends with them or beat the shit out of them according to their role in the story obviouslyI loved the fact that this book is meatier and longer than the first two HP books I read it in hours straight anyway but thats beside the point ',character
'I cant wait to read the next page books which will hopefully last me more than a dayAs usual Dumbledore astonishes me with the pure magic that his brain and heart are Hagrid makes me want to hug and pet him in a completely nonsexual way and I might have developed a slight tendency to daydream about a conflicted and lusty romance between Remus Lupin and Sirius Black but thats one of the best parts of reading nonromance novels right',plot
'You can imagine your own romance storyI swear my heart is just about exploding right now and I was pacing around the whole house during the last sixty pages ',plot
'I still cant accept that this is overSo now Im going to have to wait days until books and are delivered ',neither
'Everyday life is going to be pointless until then ',neither
'First read May Second read December Third read April Damn I forgot how amazing this part is ',neither
'I mean like really really really AMAZING I just loved it much more than two first times I read ',plot
'The whole story is so well presented with so many twists and little surprises that will make your heart flutter ',neither
'Of course my little sweeties Fred and George made me laugh out loud and Oliver Wood was amazing ',neither
'Also we cant forget Lee Jordan he made me laugh with teFirst read May Second read December Third read April Damn I forgot how amazing this part is ',neither
'I mean like really really really AMAZING I just loved it much more than two first times I read ',plot
'The whole story is so well presented with so many twists and little surprises that will make your heart flutter ',neither
'Of course my little sweeties Fred and George made me laugh out loud and Oliver Wood was amazing ',neither
'Also we cant forget Lee Jordan he made me laugh with tears And Ron ',neither
'Ron was absolutely the cutest person in this partUCIll fix it up with Mum and Dad then Ill call youI know how to use a fellytone nowUA telephone Ron said Hermione ',character
'Honestly you should take Muggle Studies next yearUD Lupin and Sirius Black are two of my other favorite characters from the series ',character
'Both characters are strong and willing to stand up I just feel a different kind of love for Sirius and Lupin Also we cant forget the story of the Marauders ',character
'When it comes to them I cant even begin to describe how emotional I become GLORIOUS stars of course ',neither
'In my opinion the Harry Potter series has one of the best casts of characters I have ever read ',character
'J K Rowling really has a way of bringing her characters to life and making them seem so very realistic ',character
'The friendship between Harry Ron and Hermione takes on a different tone in this book ',plot
'Hermione has finally bitten off more than she can chew and that along with her new pet and some tough choices she makes in an attempt to be a good friend jeopardizes her relationship with both Harry and RonIn my opinion the Harry Potter series has one of the best casts of characters I have ever read ',neither
'J K Rowling really has a way of bringing her characters to life and making them seem so very realistic ',character
'The friendship between Harry Ron and Hermione takes on a different tone in this book ',plot
'Hermione has finally bitten off more than she can chew and that along with her new pet and some tough choices she makes in an attempt to be a good friend jeopardizes her relationship with both Harry and Ron but particularly Ron ',neither
'The two of them argue throughout most of the story like an old married couple and when they finally make up there were a couple of really cute moments ',neither
'This just added fuel to the fire of my prediction that they will someday be more than friends ',neither
'As always all three of them acted very heroically especially Harry and Hermione and once again Harry had the opportunity to show his amazing capacity for mercy in this case to one who didnt really deserve it which was a beautiful thing to meI must say that I liked Harry Potter and the Prisoner of Azkaban the best so far ',character
'Even though this was a reread for me I had forgotten many of the little details and rediscovering them made for a very enjoyable time ',plot
'Still my favourite Harry Potter bookAt this point it isnt just the comfort of returning to Hogwarts and this magical world that I love ',neither
'No this is the book where I really got stung with the Potter bug ',plot
'I still remember the first time I read it especially that last third of the novel ',neither
'I was on tenderhooks and could not stop reading snatching time here and there from work ',neither
'I mean come on the Marauders Map Moony Padfoot Prongs Wormtail the Time Turner Dementors Expecto PatronusStill my favourite Harry Potter bookAt this point it isnt just the comfort of returning to Hogwarts and this magical world that I love ',neither
'No this is the book where I really got stung with the Potter bug ',plot
'I still remember the first time I read it especially that last third of the novel ',neither
'I was on tenderhooks and could not stop reading snatching time here and there from work ',neither
'I mean come on the Marauders Map Moony Padfoot Prongs Wormtail the Time Turner Dementors Expecto Patronus Boggarts Hogsmeade ',neither
'and the list goes onMaybe this is due partly to the fact that the books mature with the characters each volume growing in danger and in scope or that Rowling improved her craft too ',character
'Whichever this is the novel where it gets serious ',neither
'The hugeness of what happened and of what is yet to happen hits you ',neither
'You can see all these elements appearing in your vision and youre just flabbergasted at what they could meanUltimately I think this seriess success resides in the fact that Rowling has the power to make all of us feel wonder whatever age we are ',plot
'And yes I solemnly swear that I am up to no good always O ',character
'This is the first book in The Harry Potter series that impressed me in terms of the plotting and overall development ',neither
'I wont deny that the books have their own unique charm so I think Im starting to see the popularity ',neither
'However I wonder if this series will stick around like other childrens fiction works Ive read ',neither
'Anyway heres something I noticed about this series and its something that I have complained about but its clearly worked as a technique for Rowling ',neither
'This being that her protagoThis is the first book in The Harry Potter series that impressed me in terms of the plotting and overall development ',neither
'I wont deny that the books have their own unique charm so I think Im starting to see the popularity ',neither
'However I wonder if this series will stick around like other childrens fiction works Ive read ',neither
'Anyway heres something I noticed about this series and its something that I have complained about but its clearly worked as a technique for Rowling ',neither
'This being that her protagonist Harry is a blank slate or rather an everyman ',neither
'Hes a passive character occasionally active who can appeal to almost reader ',character
'Does that give him much personality',neither
'Well personally I find him a rather boring character and am more interested in the side characters around him characters who provide greater definition to Harry than anything elseThat said Im definitely moving on to the next book when I can ',plot
'More to see the continuation of this story finish the series and hope for greater improvement ',neither
'Im not certain that this is must read fantasty maybe its must read childrens literature however and it is more or less entertaining ',neither
'Prisoner of Azkaban is my absolute favorite Harry Potter book which might make it my favorite book ever ',neither
'The story gets darker and the plot gets more ambitious but in a wholly satisfying enormously impressive way ',plot
'Harry drops his butterbeer when hearing the history between Sirius Black and his parents and Im pretty sure I almost dropped the entire book when reading it for the first time ',neither
'Its just as fun to reread and watch all the threads come together ',neither
'I read this book so many times whPrisoner of Azkaban is my absolute favorite Harry Potter book which might make it my favorite book ever ',neither
'The story gets darker and the plot gets more ambitious but in a wholly satisfying enormously impressive way ',plot
'Harry drops his butterbeer when hearing the history between Sirius Black and his parents and Im pretty sure I almost dropped the entire book when reading it for the first time ',neither
'Its just as fun to reread and watch all the threads come together ',neither
'I read this book so many times when it came out that at one point I could list all the chapter titles ',neither
'One of the things that I really appreciate about PoA is how earned all of the happy moments feel the view spoilerQuidditch Cup hide spoiler in particular since its tied to Harry learning to fend off the dementors ',neither
'Id say that the most emotional moment in this book tops the Mirror of Erised from the first book too its of course view spoilerwhen Harry thinks hes seen his father realizes hes seen himself and finds out that his Patronus is Prongs hide spoiler ',neither
'TEARDROPS ON MY GUITARQuidditch Cup hide spoilerwhen Harry thinks hes seen his father realizes hes seen himself and finds out that his Patronus is Prongs hide spoiler ',neither
'Azkabanin vanki on nyt virallisesti jaetulla kakkossijalla vitosen kanssa ',neither
'En edes muistanut miten loistava ja hahmopainoitteinen osa tUEmUE oliOli niin mahtavaa pUE UEstUE Siriuksen ja Lupinin kautta tutkailemaan Harryn isUEn nuoruutta ',neither
'HUEnen lUEsnUEolonsa tarinassa alkoi tuntua nyt paljon painavampana ja monta kertaa tuli vedet silmiin kun ajattelin niitUE tulevia osia kun Harry saa aina vain enemmUEn tiedonjyvUEsiUE vanhemmistaanJa Sirius',neither
'Nyt todella huomaan miten mahtava hahmo on kyseessUE ',neither
'Kun luinAzkabanin vanki on nyt virallisesti jaetulla kakkossijalla vitosen kanssa ',neither
'En edes muistanut miten loistava ja hahmopainoitteinen osa tUEmUE oliOli niin mahtavaa pUE UEstUE Siriuksen ja Lupinin kautta tutkailemaan Harryn isUEn nuoruutta ',neither
'HUEnen lUEsnUEolonsa tarinassa alkoi tuntua nyt paljon painavampana ja monta kertaa tuli vedet silmiin kun ajattelin niitUE tulevia osia kun Harry saa aina vain enemmUEn tiedonjyvUEsiUE vanhemmistaanJa Sirius',neither
'Nyt todella huomaan miten mahtava hahmo on kyseessUE ',neither
'Kun luin tUEmUEn ensimmUEisen kerran joskus alaasteella en meinannut kUEsittUE UE koko hahmoa ja mikUE merkitys hUEnellUE oli Jamesin ja Harryn elUEmUEssUE ',neither
'Nyt taas pUE UEsin nUEkemUE UEn selkeUEmmin tuota kuviota ja ai ettUE ',neither
'Niin paljon tunteitaTUEmUEn jUElkeen meno muuttuukin sitten jo paljon rankemmaksi ',neither
'Onneksi edessUE on kuitenkin niitUE kevyiUE ja hauskojakin hetkiUE jotka tuovat tasapainoa siihen synkkyyteen ',neither
'Nelososa tUE UEltUE tullaanTUEydet pisteet ',neither
'Daa ',neither
'It took me so long to read this save my soul I kept getting distracted',plot
'First I had a New Girl marathon so I stopped reading and then I came to Florida and I didnt read at all my first week so I took almost a month to read this omfgAnyway still obsessed with this book and this world ugh I love Harry Potter ',character
'REREAD Soooo good',neither
'On to Goblet of Fire DREREAD I loved rereading Prisoner of Azkaban for the second time ',neither
'Theres so much tension in this book than the first two and things are starting to get darker ',neither
'I also loved that were finally introduced to my favorite character Sirius Black',character
'memorable notes from Doc as we watch the film following his readTHE MOVIES MAKE SO MUCH MORE SENSE NOWRegarding the scene in the Three Broomsticks with the teachers Fudge and Rosmerta The movie fucked it up',neither
'That was one of my favorite scenes in the book ',neither
'Ach ich liebe diese Reihe',neither
'Hier gab es so viele Ausblicke auf die spUEteren Teile das hatte ich ganz vergessen ',neither
'Die Figuren sind so fantastisch ausgearbeitet das macht JK Rowling wohl keiner nach ',neither
'Und Leute die Snape stUEndig verteidigen sollten vielleicht noch einmal diesen Band lesen ',neither
'st time read ',neither
'SpanishLatinoamerican editionReread in Spanish Lost countst time in English January Reread in English December ',neither
'Hey Jo',neither
'Prongs rode again last nightAaah always one of my favorites ',character
'I think this is my favorite Harry Potter book so far',neither
'No surprise here stars yet again ',neither
'I have so much more love for this one rereading it as an adult ',neither
'Five stars of course ',neither
'SO SO SO SO SO GOOD',neither
'Im so in love with this world and these characters its all so perfect',character
'This book is when I feel like everything really starts clicking into place ',neither
'I cannot tell you how much I absolutely adore this bookThe characters are starting to grow up starting to experience things beyond the very basics of magic and beginning to learn about some of the horrors that are in the worldThe story starts to get darker and really begins to take shape in this book and I love it so much ',plot
'Incorporating the whole idea of time travel especially when dealing with short periods of timeThis book is when I feel like everything really starts clicking into place ',neither
'I cannot tell you how much I absolutely adore this bookThe characters are starting to grow up starting to experience things beyond the very basics of magic and beginning to learn about some of the horrors that are in the worldThe story starts to get darker and really begins to take shape in this book and I love it so much ',plot
'Incorporating the whole idea of time travel especially when dealing with short periods of time was something I found absolutely fascinating from the very first time I read this book and I love how she used it ',neither
'Hot dang this book was exceptional ',neither
'I LOVED all the back story on significant objects events and people ',neither
'Much of the story was very exciting and thrilling and there are some sweet emotional moments too lots of FEELSThis is the weirdest thing weve ever done Harry said ferventlyPerhaps but Harry you have books leftyou might not be able to see it but TRUST ME ',neither
'There are plenty of weird and exciting and scary adventures aheadI my binge rereadfinished book edHot dang this book was exceptional ',neither
'I LOVED all the back story on significant objects events and people ',neither
'Much of the story was very exciting and thrilling and there are some sweet emotional moments too lots of FEELSThis is the weirdest thing weve ever done Harry said ferventlyPerhaps but Harry you have books leftyou might not be able to see it but TRUST ME ',neither
'There are plenty of weird and exciting and scary adventures aheadI U my binge rereadfinished book edited review to correct typo and insert an image ',neither
'UACada libro que avanzo va mejorando todoDios mUEDo UALa de cosas que me he estado perdiendo',neither
'What can I even say about this book',neither
'It was magical definitely my favourite by far in the series',neither
'Why its taken me so long to read this series I do not know but Im so very glad that Ive finally started to read it',neither
'I cannot wait to continue the magical adventure in the rest of the series',neither
'Holy cow I read that in one day ',neither
'pat on the back for me I love how now Im starting to understand all the references to HP now with the marauders map and everything ',plot
' Im excited to see what happens next',neither
'hope to start book soon',neither
'Still no words ',neither
'Though this is probably my favourite in the series along with books ',neither
'U U U U U UCC UA U UCC U U UCC UA U U U U U UAF U UCC UU U U U U U U UF U ',neither
'U U U U U U U U UA UA UA UA U U U U U U UCC U UF U U U U U U U UU U UCC UU UAF U U UCC U UF U U UE U UC U U U U UCC U UA U UCC UF U UF UU U U U U UCC UA U UCC U U UCC UC UA U U U U U UAF U UCC UU U U U U U U UF U ',neither
'U U U U U U U U UA UA UC UA UA U U U U UC U U UCC U UF U U U U U U U UU U UCC UU UAF U U UCC UC U UF U U UE U UC U U U U UCC U UA U UCC UC UF U UF U',neither
'SO MUCH INFO',neither
'Ah Harry Potter ',neither
'It seems silly to write anything about this ',neither
'Its just as wonderful every single time ',neither
'definitely my favourite so far',neither
'sirius is precious ',neither
'U UC UC UCC UBB UBF UB UC UCC UBD UAE UC UB UBD UC UBF UC UC UAF UC UBF UB UB UB UBB UAF UBF UC UBF UC UA UAC UC UB UA UCC UC UB UC UC UBF UC UB UB UAC UB UB UC UB UB UC UC UCC UC UBF UBA UB UBB UBF UBA UB UAF UC UB UAD UBD UB UB UC UC UAC UC UB UC UC UB UB UC UBF UC UB UC UCC UB UB UAC UBB UBB UB UB UBC UB UB UC UBF UC UB UBD UC UC UB UC UB UBF UBB UB UBA UAC UB UB UC UC UAE UB UC UBC UCC UC UC UB UB UC UB UBC UB UB UC UBA UB UB UC UBF UB UB UB UBB UAF UBF UB UB UB UB UC UB UBC UB UC UAF UB UB UC UB UB UC UC UB UBD UB UB UAC UC UBA UB UB UB UB UBD UCC UC U UB UB UBB UB UBA UBF UCD UC UB UB UBC UCE UBD UBUA UC UBC UB UB UAF UBD UB UB UBA UAC UC UB UC UB UC UAF UB UC UB UBF UBC UB UB UC UC UAE UC UB UBD UC UB UB UC UAC UB UB UB UBB UAF UC UBD ',neither
'U UBD UC UC UC UC UBD UAC UBA UB UC UB UC UB UBD UB UB UAC UC UBA UB UB UB UC UB UC UB UBE UAD UBB UB UBE UB UC UC UB UC UB UC UC UBF UC UAF UB UC UBC UC UBF UC UB UAF UBD UB UB UB UC UB UAD UBC UB UB UB UB UBD UAC UC UB UBC UB UB UB UBD UBC UC UBF UC UCE UBC UB UC UAF UC UBF UC UB UBD UB UC UC UB UBC UB UC UAE UC UC UC UB UBD UB UBD UAC UB UBD UC UC UB UBA UB UB UB UC UBC UBF UC UC UB UAF UC UBD UB UB UC UBF UBB UCD UC UB UC UB UC UC UCC UC UB UC UBF UC UC UCC UBD UBF UBD UB UC UB UBB UB UB UCE UC UC UC UBF UB UB UB UBB UAF UBF ',neither
'U UAF UBD UB UB UBB UB UC UBA UB UB UC UC UB UBD UB UC UCC UBC UB UBD UB UC UBB UBF UB UBF UC UB UC UBD UB UBAU UC UC UCC UBB UBF UB UC UCC UBD UAE UC UB UBD UC UBF UC UC UAF UC UBF UB UB UB UBB UAF UBF UC UBF UC UA UAC UC UB UA UCC UC UB UC UC UBF UC UB UB UAC UB UB UC UB UB UC UC UCC UC UBF UBA UB UBB UBF UBA UB UAF UC UB UAD UBD UB UB UC UC UAC UC UB UC UC UB UB UC UBF UC UB UC UCC UB UB UAC UBB UBB UB UB UBC UB UB UC UBF UC UB UBD UC UC UB UC UB UBF UBB UB UBA UAC UB UB UC UC UAE UB UC UBC UCC UC UC UB UB UC UB UBC UB UB UC UBA UB UB UC UBF UB UB UB UBB UAF UBF UB UB UB UB UC UB UBC UB UC UAF UB UB UC UB UB UC UC UB UBD UB UB UAC UC UBA UB UB UB UB UBD UCC UC U UB UB UBB UB UBA UBF UCD UC UB UB UBC UCE UBD UBUA UC UBC UB UB UAF UBD UB UB UBA UAC UC UB UC UB UC UAF UB UC UB UBF UBC UB UB UC UC UAE UC UB UBD UC UB UB UC UAC UB UB UB UBB UAF UC UBD ',neither
'U UBD UC UC UC UC UBD UAC UBA UB UC UB UC UB UBD UB UB UAC UC UBA UB UB UB UC UB UC UB UBE UAD UBB UB UBE UB UC UC UB UC UB UC UC UBF UC UAF UB UC UBC UC UBF UC UB UAF UBD UB UB UB UC UB UAD UBC UB UB UB UB UBD UAC UC UB UBC UB UB UB UBD UBC UC UBF UC UCE UBC UB UC UAF UC UBF UC UB UBD UB UC UC UB UBC UB UC UAE UC UC UC UB UBD UB UBD UAC UB UBD UC UC UB UBA UB UB UB UC UBC UBF UC UC UB UAF UC UBD UB UB UC UBF UBB UCD UC UB UC UB UC UC UCC UC UB UC UBF UC UC UCC UBD UBF UBD UB UC UB UBB UB UB UCE UC UC UC UBF UB UB UB UBB UAF UBF ',neither
'U UAF UBD UB UB UBB UB UC UBA UB UB UC UC UB UBD UB UC UCC UBC UB UBD UB UC UBB UBF UB UBF UC UB UC UBD UB UBA UAE UB UC UBD UAF UB UD UBA UAC UB UB UC UB UBB UAF UB UB UC UBC UB UC UB UC UB UBC UAD UBD UB UB UBC UB UB UB UBA UCC UBC UB UB UBA UC UBB UAE UBE UB UC UBF UC UC UC UAD UC UB UB UBD UB UB UC UC ',neither
'UC UB UBB UAF UB UB UBB UCC UB UB UB UB UC UC UB UB UC UB UC UAD UB UC UAD UC UB UB UBA UB UC UB UC UAD UC UB UB UBD UB UBC UB UBA UC UAC UC UB UB UB UC UC UBF UC UC UBB UC UBC UAD UBD UB UC UC UB UBD UB UC UC UBF UC UAF UB UC UB UC UB UBA UCC UBC UB UBA UB UB UB UAC UBD UB UB UC UB UAD UBC UB UB ',neither
'U UC UC UCC UB UB UB UC UB UBC UAD UBD UB UBC UBF UC UC UB UB UB UAC UBA UB UB UB UAF UBD UB UB UB UBA UC UBB UB UBA UC UB UBA UCC ',neither
'U UB UC UC UBF UC UAF UB UC UBF UC UC UC UAF UC UBF UC UB UB UB UBB UAF UBF UC UB UAF UBD UB UB UBB UAF UB UBF UC UB UBF UC UBA UBF UC UB UB UBD UAE UB UC UBF UC UB UC UC UC UBF UB UB UBF UCD UBC UB UBD UB UC UB UC UBF UB UBC UC UB UC UB UAD UC UB UB UC UB UBF UB UBF UC UBC UB UC UAC UC UC UBF UB UC UB UAF UB UC UBF UC UC UB UBD UC UAC UB UBF UBC UB UB UB UB UB UBD UB UC UC UC UC UB UBF UCD UBD UC UC UBF UC UC UB UC UCC UBC UB UBD UBF UC UC UC UCC UBC UBF UC UC UBA UB UB UBC UB UC UC UC UC UC UAE UBD UB UB UBC UB UBD UAD UBF UC UC UC UB UBC UB UBD UC UB UBA UBF UCD UC UC UB UC UB UBA UC UAE UC UB UCUF UA UAC UC UB UB U UC UBC UB UCC UBD UB UBA UB UB UBF UA UBF UBD UB UBE UB UBB UAF UC UB UB UBA UB UBD UB UBA UCC UBC UB UC UB UC UB UC UC UCC UC UB UC UBF UC UB UBD UC UB UC UB UBA UC UAE UC UB UC UC UCC UC UBF UB UBA UC UCC UC UC UB UC UC UC UB UC UB UCE UC UC UBF UC UC UCC UC UBF UBA UB UB UBC UAD UC UB UC UB UB UC UC UAE UBD ',neither
'U U UC UBC UB UCC UBD UB UBC UB UC UBF UBD UA UBF UBD UAD UC UBF UC UBD UB UBD UB UC UC UCD UBE UB UB UBC UB UB UB UBD UB UB UB UC UAD UC UBF UC UC UB UC UC UAD UC UB UC UBF UC UC UC UBF UBD UC U UB UC UBC UAC UBB UC UC UBF UC UBF UC U UB UBA UB UBC UC UAC UBD UD UC UAE UC UB UBC UB UB UC UB UBF UC UB UB UB UB UC UBC UAD UBD UB UBF UB UCC UB UBB UBB UAC UC UC UC UAF UC UC UBF UC UAD UBD UB UC UAC UC UB UB UC UB UBD UB UBD UB UC UB UCC UC UB UC UB UC UB UC UBA UB UB UC UB UBD UB UBD UB UB UBA UB UAF UB UC UB UC UC UB UC UBF UC UC UAF UB UC UC UB UC UB UC UAD UC UC UC UBD UB UC UCE UC UBD UBC UB UC ',neither
'UF UBA UCD UC UB UBF UC UB UC UC UAC UC UBC UB UC UBF UA UAC UC UB UC UB UC UB UBC UAD UBD UB UB UBB UAF UB UBF UB UC UB UBB UAE UC UBA UB UB UBA UAC UC UC UC UB UB UB UAC UC UBF UC UBF UC UC UC UBF UC UB UBC UAD UBD UB UC UB UC UB UAD UC UB UC UC UC UBF UBD UB UB UC UC UCE UC UBF UBD UC UB UBF UC UB UB UCD UBD UB UBC UBF UD UC UB UC UB UBA UC UAE UC UB UC UBF UC UB UB UB UBB UAF UBF UC UBC UBF UC UB UAF UBD UB UB UBB UAF UB UBF vanillaUA UB UB UC UC UCC UC UBF UBD UC UC UAF UC UBF UC UCC UBC UBF UAD UB UB UBB UB UC UB UBD UAF UB UB UB UB UB UB UBC UBF UBB UBF UB UAF UB UC UBF UC UAD UB UB UBB UB UBA UB UB UC UC UB UAC UBB UBB UB UB UC UBF UA UAC UC UB UA UCC UC UB UC UB UB UB UBB UAF UB UC UBF UC UB UB UAC UB UB UC UB ',neither
'UD UBF UBC UAF UB UC UCC UC UB UC UC UB UB UAC UB UBF UBC UB UB UBA UAC UC UB UB UBA UCC UBC UB UBD UB UC UAC UC UC UB UC UBF UC UB UB UB UB UBB UAF UB UB UC UC UAC UB UB UB UBD UB UB UCE UC UC UAD UBD UB UB UBA UCC UBC UB UB UC UC UB UC UAC UBA UBU UB UC UC UCE UC UC UC UBF UC UC UAF UC UBF UC UC UCC UBC UBF UC UB UAF UBD UB UB UC UBF UC UC UBF UAD UC UC UB UBF UB UB UB UBB UAF UBF ',neither
'UD UBF UBC UAF UB UC UC UB UB UC UCC UBC UB UBD UB UB UB UB UAF UBD UB UB UC UB UBF UC UBA UBF UC UB UB UBD UAC UC UB UBF UC UB UBF UC UBC UB UC UAC UD UBA UB UB UB UB UB UBF UCD UBC UB UC UBF UBB UCD UC UB UBF UAD UBD UC UBF UBD UB UC UBA UB UC UB UC UC UAC UC UB UB UC ',neither
'For me this third instalment in the series is the first big stepping stone into finding out more about Harrys past ',neither
'I enjoy how again we see the trio Harry Ron and Hermione grow into such diverse individuals the character development is just flawless throughoutWhen Harry returns to Hogwarts after blowing up his Aunt Marge we discover a killer has escaped from Azkaban that we learn to have some relation to Harry ',character
'Throughout the book were led to believe him to be someone who is a threat toFor me this third instalment in the series is the first big stepping stone into finding out more about Harrys past ',neither
'I enjoy how again we see the trio Harry Ron and Hermione grow into such diverse individuals the character development is just flawless throughoutWhen Harry returns to Hogwarts after blowing up his Aunt Marge we discover a killer has escaped from Azkaban that we learn to have some relation to Harry ',character
'Throughout the book were led to believe him to be someone who is a threat to Harrys life but as the plot plans out not all is what it seemsDown to the trio making investigations of their own round Hogsmeade village under the invisibility cloak they soon join the dots together and a surprise revelation is revealedI think my favourite characters in this book were probably Hermione with her gadget the time turner enabling her to attend every lesson available to third years and Professor RJ Lupin who I found to develop into more of an uncle to Harry which must have been such a comfort ',character
'Having not known who is parents were personally Lupin managed to fill in the gaps as to what his parents were like when they were Harrys age ',character
'I cant forget the twins Fred and George Weasley cunning funny and handy in providing the Marauders map that unlocks the knowledge of secrets within HogwartsI felt that this book in a way was a way for the reader to learn too we discover new spells potions and other various knowledge of the wizarding world as if were students at Hogwarts too and thats what makes this series such a wonderful experience to read',neither
'So this was my first time reading this book ',neither
'You heard that right ',neither
'How can I even call myself an avid fantasy reader when I havent even read HP',neither
'Ive always been a huge fan of the films ',character
'Theyre magical and gorgeous and everything I could ever want in a movie ',neither
'I have the urge to watch the whole movie series every couple of weeks ',neither
'To put it lightly Im obsessed ',neither
'But since Ive watched the movies loads of times Ive put off reading the books ',neither
'I always felt like I already knew all that wasSo this was my first time reading this book ',plot
'You heard that right ',neither
'How can I even call myself an avid fantasy reader when I havent even read HP',neither
'Ive always been a huge fan of the films ',character
'Theyre magical and gorgeous and everything I could ever want in a movie ',neither
'I have the urge to watch the whole movie series every couple of weeks ',neither
'To put it lightly Im obsessed ',neither
'But since Ive watched the movies loads of times Ive put off reading the books ',neither
'I always felt like I already knew all that was going to happen and that some of the joy would be taken out of reading the books ',neither
'Well I was wrong ',neither
'Especially with this oneThis movie was actually my least favorite ',neither
'I felt like it was where the film series started to get kind of confusing for those who hadnt yet read the books ',neither
'This was the one film I didnt ever really watch all the way through ',neither
'It just felt really slow paced compared to the other movies ',neither
'And I admit the book is like that as well ',plot
'But theres just a certain beauty in the detail ',neither
'I felt like I got to know the characters and the world much more ',character
'There were little things Id missed in the movies ',neither
'I found myself laughing and tearing up at certain parts ',neither
'I just realized how much of a genius JK Rowling was in writing this series ',neither
'It is perfect ',neither
'And trust me I dont ever say that lightly or really often at allI was definitely surprised ',neither
